Date,Station,Tave2M,Tmax2M,Tmin2M,Tave6M,Tmax6M,Tmin6M
06/01/07,WRD,3.5,5.3,1.7,3.6,5.2,1.8
06/02/07,WRD,7.2,12.3,4.3,7.1,11.3,4.7
06/03/07,WRD,6.6,11.1,1.9,6.8,10.0,2.9
06/04/07,WRD,6.5,10.5,0.8,6.9,9.9,2.1
06/05/07,WRD,10.6,15.1,3.2,10.8,14.7,5.1
06/06/07,WRD,6.4,11.8,-2.9,6.6,12.2,-2.5
06/07/07,WRD,-2.2,-1.2,-3.4,-2.1,-0.8,-3.5
06/08/07,WRD,3.8,11.6,-1.5,3.7,10.9,-1.2
06/09/07,WRD,8.6,13.2,3.8,9.0,12.9,6.3
06/10/07,WRD,11.2,16.5,3.5,11.7,15.8,6.8
06/11/07,WRD,12.9,17.1,8.8,13.1,16.2,10.4
06/12/07,WRD,6.2,10.2,4.4,6.6,11.1,4.8
06/13/07,WRD,7.3,12.6,1.9,7.5,11.5,3.4
06/14/07,WRD,10.5,16.3,1.0,10.9,15.1,2.7
06/15/07,WRD,13.2,19.3,6.7,13.6,18.1,8.9
06/16/07,WRD,12.9,20.3,4.7,13.9,19.4,7.9
06/17/07,WRD,15.5,19.1,12.6,15.6,18.5,12.8
06/18/07,WRD,10.2,15.4,4.7,9.9,14.3,4.7
06/19/07,WRD,13.1,18.4,8.3,13.2,17.8,9.6
06/20/07,WRD,14.1,20.8,7.3,15.1,19.8,10.6
06/21/07,WRD,15.1,21.1,8.9,15.8,20.0,12.2
06/22/07,WRD,11.8,17.9,5.9,12.1,16.5,7.0
06/23/07,WRD,13.5,21.8,4.6,14.3,20.4,7.5
06/24/07,WRD,16.3,23.0,9.2,17.1,21.9,12.7
06/25/07,WRD,17.3,22.1,12.6,17.4,20.8,14.6
06/26/07,WRD,10.9,17.5,6.5,11.3,16.5,7.9
06/27/07,WRD,9.9,14.4,3.9,9.7,13.8,5.3
06/28/07,WRD,10.8,17.4,4.5,11.3,16.1,6.5
06/29/07,WRD,13.0,19.9,4.9,13.9,18.7,7.5
06/30/07,WRD,16.3,21.8,10.7,16.8,20.6,12.4
07/01/07,WRD,17.3,24.4,10.5,17.7,23.1,12.6
07/02/07,WRD,16.6,23.3,9.4,17.2,22.1,10.3
07/03/07,WRD,15.1,22.0,8.0,15.7,20.7,9.6
07/04/07,WRD,12.3,18.0,6.2,12.4,16.6,7.9
07/05/07,WRD,10.8,16.8,5.8,11.4,15.6,7.9
07/06/07,WRD,13.2,21.4,5.3,13.8,19.8,7.5
07/07/07,WRD,15.2,21.2,8.6,15.2,20.0,9.1
07/08/07,WRD,13.7,18.2,7.9,14.1,17.2,9.2
07/09/07,WRD,15.4,20.1,7.4,15.5,19.2,8.7
07/10/07,WRD,12.4,16.8,6.7,12.3,17.5,6.5
07/11/07,WRD,14.6,19.3,10.8,14.7,18.0,11.4
07/12/07,WRD,12.2,17.6,9.5,12.4,16.4,9.5
07/13/07,WRD,11.8,18.1,4.7,12.2,17.2,6.9
07/14/07,WRD,13.1,18.6,8.5,13.4,17.4,10.1
07/15/07,WRD,15.2,21.3,7.8,15.5,20.0,10.2
07/16/07,WRD,15.1,20.4,8.6,16.0,19.7,11.3
07/17/07,WRD,16.2,22.8,12.4,16.4,21.4,12.7
07/18/07,WRD,16.4,21.0,12.7,16.3,19.9,13.6
07/19/07,WRD,13.5,17.3,9.8,14.0,17.0,10.8
07/20/07,WRD,14.9,20.8,9.2,14.9,19.6,10.2
07/21/07,WRD,15.6,21.9,11.6,15.7,20.1,13.0
07/22/07,WRD,16.9,23.1,10.6,17.5,21.9,13.3
07/23/07,WRD,15.1,20.2,9.2,15.4,19.1,11.0
07/24/07,WRD,16.4,22.9,9.3,16.5,21.8,10.8
07/25/07,WRD,15.6,20.1,11.5,15.9,19.2,12.5
07/26/07,WRD,12.5,16.3,10.8,12.5,15.6,10.6
07/27/07,WRD,11.4,15.4,8.8,11.4,14.4,9.1
07/28/07,WRD,11.2,14.4,8.4,11.3,13.8,9.2
07/29/07,WRD,11.0,17.9,6.1,11.6,16.5,7.7
07/30/07,WRD,11.9,18.8,6.0,12.8,17.5,9.1
07/31/07,WRD,14.1,20.0,7.5,14.7,19.0,9.3
08/01/07,WRD,12.8,18.2,9.3,13.6,17.4,9.5
08/02/07,WRD,10.7,13.7,7.7,10.7,12.8,8.4
08/03/07,WRD,12.9,17.3,9.1,13.1,16.6,9.3
08/04/07,WRD,13.7,18.4,9.5,13.7,17.4,11.2
08/05/07,WRD,12.6,18.2,9.5,13.2,17.8,10.0
08/06/07,WRD,12.3,16.4,10.2,12.5,15.6,10.3
08/07/07,WRD,11.2,15.3,8.6,11.7,14.5,8.8
08/08/07,WRD,13.2,18.0,9.9,13.4,17.3,10.6
08/09/07,WRD,14.2,20.7,9.0,14.8,19.9,11.3
08/10/07,WRD,16.1,21.1,9.6,16.3,20.1,11.8
08/11/07,WRD,15.8,20.3,10.8,15.9,19.5,12.7
08/12/07,WRD,15.6,20.9,9.2,16.1,20.1,11.4
08/13/07,WRD,17.4,21.9,13.7,17.6,20.9,15.2
08/14/07,WRD,13.4,19.1,9.1,14.3,18.5,10.2
08/15/07,WRD,11.9,16.8,8.6,12.3,16.1,10.2
08/16/07,WRD,12.3,18.1,6.9,13.1,17.2,9.6
08/17/07,WRD,12.7,17.6,7.3,13.1,16.6,9.0
08/18/07,WRD,13.4,18.1,9.6,13.5,17.6,10.6
08/19/07,WRD,14.0,17.8,11.2,14.1,17.1,11.8
08/20/07,WRD,15.6,19.6,12.3,15.6,18.7,12.6
08/21/07,WRD,16.3,21.4,10.4,16.5,20.6,13.4
08/22/07,WRD,14.4,21.3,9.4,15.0,20.6,11.2
08/23/07,WRD,9.3,15.3,5.4,9.5,14.5,6.3
08/24/07,WRD,9.7,16.1,4.8,9.8,15.3,5.2
08/25/07,WRD,14.0,19.8,5.0,14.2,19.0,6.0
08/26/07,WRD,15.4,20.1,12.3,15.8,19.2,13.3
08/27/07,WRD,11.7,14.1,10.1,12.0,13.5,10.2
08/28/07,WRD,11.2,15.5,6.2,11.3,15.1,7.4
08/29/07,WRD,9.3,15.8,4.9,10.3,15.2,6.4
08/30/07,WRD,9.7,17.5,4.9,11.4,16.7,7.8
08/31/07,WRD,12.6,18.5,7.0,13.7,17.8,10.1
09/01/07,WRD,13.1,16.9,9.4,13.3,16.1,11.1
09/02/07,WRD,11.9,17.3,7.2,12.9,16.7,9.1
09/03/07,WRD,12.3,18.9,7.1,13.0,17.6,8.9
09/04/07,WRD,12.1,17.6,7.6,12.5,16.2,9.8
09/05/07,WRD,11.8,16.1,7.9,12.1,15.5,8.8
09/06/07,WRD,8.1,10.5,5.3,8.6,10.7,5.9
09/07/07,WRD,9.1,15.2,2.7,9.5,14.6,4.3
09/08/07,WRD,9.5,14.2,4.8,9.5,13.8,4.7
09/09/07,WRD,8.3,14.6,3.0,8.5,14.2,3.0
09/10/07,WRD,7.7,13.2,1.5,7.7,12.5,1.5
09/11/07,WRD,9.4,15.4,2.3,10.0,14.6,4.7
09/12/07,WRD,11.1,15.6,8.0,11.2,14.8,8.9
09/13/07,WRD,10.4,15.2,4.7,10.5,14.9,4.9
09/14/07,WRD,10.8,14.1,4.6,11.0,13.4,5.2
09/15/07,WRD,10.8,14.3,6.7,11.1,14.4,7.2
09/16/07,WRD,10.3,14.1,6.6,10.6,13.5,7.1
09/17/07,WRD,5.9,8.4,2.9,6.2,8.2,3.5
09/18/07,WRD,4.8,8.3,0.8,5.1,8.6,1.4
09/19/07,WRD,8.1,15.0,2.2,8.7,14.0,4.5
09/20/07,WRD,11.1,14.5,8.7,11.3,14.0,9.0
09/21/07,WRD,9.9,16.0,4.5,10.2,15.2,6.5
09/22/07,WRD,11.9,17.5,4.1,12.2,16.9,6.0
09/23/07,WRD,8.5,12.7,4.0,8.8,13.1,4.6
09/24/07,WRD,0.9,3.4,-2.8,1.2,3.8,-2.6
09/25/07,WRD,1.3,5.8,-3.1,1.4,5.5,-2.8
09/26/07,WRD,3.7,7.9,0.3,3.8,7.4,0.6
09/27/07,WRD,5.2,11.6,0.9,5.7,10.8,2.4
09/28/07,WRD,8.7,11.0,6.9,8.9,10.7,7.3
09/29/07,WRD,4.9,8.0,1.8,5.3,8.3,2.3
09/30/07,WRD,0.4,6.8,-5.5,0.7,7.4,-5.2
10/01/07,WRD,7.4,12.1,3.4,7.8,11.2,3.9
10/02/07,WRD,1.2,4.7,-3.0,1.5,5.4,-2.6
10/03/07,WRD,5.4,9.7,2.0,4.9,9.7,2.9
10/04/07,WRD,8.4,13.6,5.7,7.7,9.7,6.0
10/05/07,WRD,9.8,14.2,6.5,9.1,13.2,6.8
10/06/07,WRD,8.4,14.1,-3.1,10.7,13.5,8.1
10/07/07,WRD,-3.5,-1.4,-5.7,1.4,13.1,-5.7
10/08/07,WRD,1.2,8.7,-4.9,-2.4,3.3,-4.7
10/09/07,WRD,6.1,13.6,-1.0,5.9,8.6,1.6
10/10/07,WRD,7.7,13.0,1.1,7.8,12.9,4.0
10/11/07,WRD,8.2,13.4,1.6,9.4,12.6,6.6
10/12/07,WRD,7.6,12.6,-0.5,8.6,13.1,1.2
10/13/07,WRD,2.0,7.2,-1.3,2.8,7.8,-1.2
10/14/07,WRD,-1.6,0.1,-2.7,-1.7,-1.1,-2.5
10/15/07,WRD,-1.2,0.9,-3.8,-0.9,0.9,-3.2
10/16/07,WRD,1.4,4.2,-0.9,1.8,3.8,0.2
10/17/07,WRD,-2.4,0.0,-6.9,-2.1,0.6,-6.5
10/18/07,WRD,-7.0,-4.8,-8.4,-6.8,-4.7,-8.1
10/19/07,WRD,0.5,4.5,-4.8,0.5,4.9,-4.6
10/20/07,WRD,2.9,7.8,-5.9,3.4,7.7,-5.4
10/21/07,WRD,-8.4,-5.8,-12.4,-8.2,-5.3,-11.6
10/22/07,WRD,-6.2,-1.4,-11.2,-6.2,-1.1,-11.1
10/23/07,WRD,3.1,11.0,-2.8,4.0,10.0,-2.0
10/24/07,WRD,6.3,13.9,-0.5,7.6,12.4,2.2
10/25/07,WRD,7.3,12.3,1.1,8.4,11.8,4.3
10/26/07,WRD,2.4,10.9,-2.6,3.8,10.4,-2.2
10/27/07,WRD,4.4,8.1,-3.1,4.5,7.8,-2.7
10/28/07,WRD,4.9,7.5,3.2,5.1,7.3,3.7
10/29/07,WRD,5.9,8.1,4.5,6.2,7.9,5.0
10/30/07,WRD,3.9,5.9,0.5,4.2,6.0,0.8
10/31/07,WRD,-1.9,0.8,-6.0,-1.8,0.6,-5.8
11/01/07,WRD,0.0,2.3,-1.5,0.2,2.2,-1.1
11/02/07,WRD,-0.9,2.7,-2.6,-0.7,2.1,-2.2
11/03/07,WRD,0.3,3.4,-2.0,0.4,3.3,-1.7
11/04/07,WRD,2.7,6.5,0.3,2.9,6.4,0.6
11/05/07,WRD,2.9,7.2,1.0,3.1,6.9,1.4
11/06/07,WRD,3.3,6.9,1.5,3.6,6.8,2.0
11/07/07,WRD,3.0,5.7,1.1,3.3,5.7,1.3
11/08/07,WRD,3.1,6.9,0.5,3.3,6.6,0.8
11/09/07,WRD,4.4,6.8,2.9,4.7,6.4,3.6
11/10/07,WRD,3.8,6.0,2.1,4.0,5.7,2.4
11/11/07,WRD,2.0,4.0,-2.1,2.3,4.1,-1.6
11/12/07,WRD,0.0,1.6,-1.1,0.1,1.9,-1.1
11/13/07,WRD,2.0,4.4,0.1,2.2,4.5,0.3
11/14/07,WRD,-3.4,0.4,-5.4,-3.1,1.0,-5.2
11/15/07,WRD,1.7,4.0,-2.1,1.9,3.8,-1.8
11/16/07,WRD,1.2,4.4,-0.5,1.4,4.3,-0.2
11/17/07,WRD,-0.1,0.7,-1.0,0.0,1.0,-0.6
11/18/07,WRD,2.0,4.8,-0.5,2.1,4.8,-0.1
11/19/07,WRD,4.8,7.9,2.9,5.0,7.7,2.9
11/20/07,WRD,-2.1,4.0,-12.2,-1.7,3.8,-11.6
11/21/07,WRD,-13.4,-12.0,-14.5,-13.2,-12.0,-14.4
11/22/07,WRD,-11.5,-4.8,-15.2,-10.8,-5.2,-14.1
11/23/07,WRD,-12.7,-6.0,-18.6,-11.6,-6.4,-16.9
11/24/07,WRD,-9.3,-4.5,-15.9,-9.1,-3.9,-15.2
11/25/07,WRD,-3.6,-1.7,-5.3,-3.3,-2.1,-5.2
11/26/07,WRD,-6.1,-3.6,-7.9,-5.9,-3.7,-7.9
11/27/07,WRD,-2.9,-1.2,-6.8,-2.4,-0.4,-6.2
11/28/07,WRD,-12.9,-7.8,-15.0,-12.6,-7.0,-14.8
11/29/07,WRD,-7.4,-4.6,-10.5,-7.3,-4.4,-10.7
11/30/07,WRD,-1.3,3.3,-4.5,-1.1,3.6,-4.1
12/01/07,WRD,-2.9,0.3,-7.8,-2.4,1.0,-7.4
12/02/07,WRD,-9.9,-5.4,-14.4,-9.8,-5.4,-14.4
12/03/07,WRD,-1.6,1.7,-5.8,-1.5,2.0,-5.5
12/04/07,WRD,0.1,1.7,-2.1,0.5,1.9,-1.7
12/05/07,WRD,-2.6,-0.4,-4.6,-2.4,-0.2,-4.2
12/06/07,WRD,-6.3,-5.3,-7.0,-6.0,-4.7,-6.9
12/07/07,WRD,-5.6,-3.0,-7.7,-5.6,-2.6,-7.5
12/08/07,WRD,-7.0,-3.7,-11.6,-6.7,-3.8,-11.2
12/09/07,WRD,-10.3,-8.6,-11.4,-10.1,-8.2,-11.1
12/10/07,WRD,-9.2,-2.8,-13.4,-9.0,-3.2,-13.2
12/11/07,WRD,-13.1,-9.5,-16.4,-13.2,-9.1,-16.3
12/12/07,WRD,-10.7,-9.0,-12.4,-10.5,-8.9,-12.2
12/13/07,WRD,-8.6,-6.2,-10.4,-8.3,-6.3,-10.2
12/14/07,WRD,-15.3,-10.7,-22.0,-14.8,-10.3,-20.4
12/15/07,WRD,-16.1,-11.3,-19.5,-16.0,-11.0,-19.0
12/16/07,WRD,-9.3,-5.9,-12.0,-9.1,-5.5,-11.8
12/17/07,WRD,-6.6,-5.0,-8.3,-6.3,-4.8,-8.1
12/18/07,WRD,-7.0,-4.7,-8.9,-6.9,-4.4,-8.7
12/19/07,WRD,-7.1,-5.8,-8.4,-6.9,-5.6,-8.1
12/20/07,WRD,-5.6,-3.3,-8.6,-5.4,-3.0,-8.4
12/21/07,WRD,-10.4,-6.1,-19.8,-9.9,-5.8,-17.6
12/22/07,WRD,-16.1,-12.5,-18.1,-15.9,-12.5,-17.9
12/23/07,WRD,-12.7,-11.8,-13.5,-12.5,-11.6,-13.3
12/24/07,WRD,-6.1,-1.8,-13.3,-5.9,-1.5,-13.2
12/25/07,WRD,-12.6,-5.4,-16.8,-12.4,-4.8,-16.3
12/26/07,WRD,-14.7,-12.0,-16.4,-14.3,-12.6,-15.9
12/27/07,WRD,-18.5,-16.5,-21.7,-18.3,-16.4,-20.6
12/28/07,WRD,-19.5,-17.5,-21.8,-19.4,-17.4,-21.7
12/29/07,WRD,-16.8,-14.7,-19.1,-16.7,-14.5,-18.9
12/30/07,WRD,-14.2,-10.8,-18.2,-14.0,-10.6,-18.0
12/31/07,WRD,-19.3,-17.6,-20.6,-19.1,-18.0,-20.4
01/01/08,WRD,-13.8,-5.0,-20.9,-13.5,-4.2,-20.7
01/02/08,WRD,-1.1,2.1,-4.7,-0.7,1.6,-4.0
01/03/08,WRD,-1.5,0.6,-2.8,-1.3,0.3,-2.6
01/04/08,WRD,-4.3,-3.2,-5.7,-4.1,-2.8,-5.5
01/05/08,WRD,-3.2,-0.4,-9.3,-2.9,-0.3,-9.1
01/06/08,WRD,-7.9,-6.2,-10.9,-7.6,-5.8,-10.7
01/07/08,WRD,-12.0,-9.4,-13.8,-11.9,-9.8,-13.7
01/08/08,WRD,-12.3,-7.1,-16.3,-12.2,-6.9,-16.2
01/09/08,WRD,-9.0,-5.8,-12.1,-8.8,-5.5,-11.7
01/10/08,WRD,-12.7,-10.8,-14.8,-12.5,-10.5,-14.5
01/11/08,WRD,-11.6,-10.7,-12.6,-11.2,-10.5,-12.0
01/12/08,WRD,-12.5,-11.3,-13.1,-12.1,-11.2,-12.8
01/13/08,WRD,-11.6,-8.4,-13.3,-11.3,-8.8,-13.0
01/14/08,WRD,-7.7,-2.8,-11.7,-7.0,-3.5,-11.2
01/15/08,WRD,-9.4,-4.4,-19.4,-9.0,-3.7,-19.0
01/16/08,WRD,-21.0,-17.7,-24.0,-20.9,-19.0,-23.7
01/17/08,WRD,-20.7,-18.3,-24.0,-20.6,-18.3,-23.8
01/18/08,WRD,-17.4,-14.6,-18.9,-17.2,-15.0,-18.6
01/19/08,WRD,-14.6,-10.8,-19.0,-14.5,-10.4,-18.8
01/20/08,WRD,-8.7,-7.1,-11.3,-8.5,-6.8,-11.0
01/21/08,WRD,-10.6,-7.9,-13.7,-10.3,-7.6,-13.3
01/22/08,WRD,-13.4,-12.1,-14.8,-13.3,-11.9,-14.6
01/23/08,WRD,-12.8,-9.1,-15.3,-12.6,-8.4,-15.0
01/24/08,WRD,-13.0,-6.8,-20.8,-12.6,-6.7,-20.1
01/25/08,WRD,-11.6,-11.5,-11.8,-11.3,-11.2,-11.5
01/26/08,WRD,-11.6,-11.6,-11.6,-11.3,-11.3,-11.3
01/27/08,WRD,-11.6,-11.6,-11.6,-11.3,-11.3,-11.3
01/28/08,WRD,0.0,0.0,0.0,0.0,0.0,0.0
01/29/08,WRD,-1.7,-1.7,-1.7,-1.9,-1.9,-1.9
01/30/08,WRD,-21.2,-21.2,-21.2,-20.5,-20.5,-20.5
01/31/08,WRD,0.0,0.0,0.0,-15.5,-13.1,-19.2
02/01/08,WRD,0.0,0.0,0.0,-10.8,-9.7,-12.1
02/02/08,WRD,-11.1,-11.1,-11.1,-14.4,-11.9,-16.6
02/03/08,WRD,0.0,0.0,0.0,-11.2,-5.5,-14.6
02/04/08,WRD,0.0,0.0,0.0,-9.3,-8.0,-11.0
02/05/08,WRD,0.0,0.0,0.0,-15.2,-12.3,-17.9
02/06/08,WRD,0.0,0.0,0.0,-14.4,-11.3,-16.7
02/07/08,WRD,0.0,0.0,0.0,-16.0,-10.7,-18.7
02/08/08,WRD,0.0,0.0,0.0,-12.5,-9.8,-15.2
02/09/08,WRD,0.0,0.0,0.0,-8.4,-5.2,-11.9
02/10/08,WRD,0.0,0.0,0.0,-4.7,-2.5,-6.3
02/11/08,WRD,0.0,0.0,0.0,-7.9,-5.0,-10.9
02/12/08,WRD,-5.8,-5.8,-5.8,-9.2,-7.4,-10.9
02/13/08,WRD,-10.8,-10.8,-10.8,-3.3,-0.4,-6.7
02/14/08,WRD,0.0,0.0,0.0,-9.5,-4.4,-13.5
02/15/08,WRD,-5.8,-5.8,-5.8,-4.9,-1.8,-6.9
02/16/08,WRD,-6.4,-6.4,-6.4,-6.7,-4.1,-11.7
02/17/08,WRD,-5.2,-5.2,-5.2,-13.8,-12.1,-16.5
02/18/08,WRD,-12.3,-12.3,-12.3,-11.5,-8.1,-15.1
02/19/08,WRD,-15.3,-15.3,-15.3,-3.9,-0.5,-8.6
02/20/08,WRD,-9.7,-9.7,-9.7,-3.2,-0.5,-5.7
02/21/08,WRD,-4.4,-4.4,-4.4,-6.3,-3.3,-8.8
02/22/08,WRD,-6.0,-6.0,-6.0,-7.2,-4.9,-10.2
02/23/08,WRD,-7.6,-7.6,-7.6,-7.2,-4.4,-10.4
02/24/08,WRD,-12.3,-12.3,-12.3,-4.4,-2.6,-7.7
02/25/08,WRD,-8.7,-7.7,-9.6,-8.0,-6.3,-9.8
02/26/08,WRD,-8.9,-6.8,-11.7,-8.5,-6.8,-10.4
02/27/08,WRD,-4.3,-0.5,-8.7,-4.7,-1.2,-8.5
02/28/08,WRD,-3.9,-0.8,-7.0,-3.7,-1.3,-6.7
02/29/08,WRD,-2.3,2.1,-6.4,-2.4,1.3,-6.0
03/01/08,WRD,1.1,4.8,-1.3,1.3,4.5,-0.9
03/02/08,WRD,-11.3,-1.9,-16.1,-10.3,0.5,-15.5
03/03/08,WRD,-12.3,-8.0,-20.3,-12.3,-7.9,-18.2
03/04/08,WRD,-11.3,-9.0,-14.3,-10.8,-8.6,-13.4
03/05/08,WRD,-14.4,-9.5,-18.8,-14.1,-10.9,-17.6
03/06/08,WRD,-15.1,-12.8,-16.7,-15.0,-13.4,-16.6
03/07/08,WRD,-9.2,-4.0,-14.4,-9.3,-4.9,-14.1
03/08/08,WRD,-7.6,-3.3,-9.7,-7.6,-4.4,-9.4
03/09/08,WRD,-8.8,-1.0,-15.5,-8.4,-2.2,-13.5
03/10/08,WRD,-5.4,-1.4,-12.0,-5.3,-2.7,-10.5
03/11/08,WRD,-2.4,4.3,-7.6,-2.3,3.3,-7.3
03/12/08,WRD,-4.9,-2.3,-7.5,-4.7,-2.7,-7.3
03/13/08,WRD,-7.2,-5.4,-9.5,-7.1,-5.3,-9.1
03/14/08,WRD,-8.9,-6.1,-11.4,-8.7,-6.7,-11.1
03/15/08,WRD,-9.5,-5.3,-12.6,-9.6,-6.2,-12.2
03/16/08,WRD,-8.3,-2.4,-12.3,-8.1,-3.3,-11.6
03/17/08,WRD,-8.3,-3.6,-12.4,-8.4,-4.8,-11.9
03/18/08,WRD,-9.7,-6.9,-12.3,-9.6,-7.2,-12.0
03/19/08,WRD,-5.3,-2.1,-8.3,-5.1,-1.6,-8.0
03/20/08,WRD,-4.3,-2.2,-7.8,-4.1,-2.2,-7.5
03/21/08,WRD,-7.2,-4.7,-8.6,-7.1,-4.8,-8.4
03/22/08,WRD,-9.7,-5.5,-16.2,-9.7,-6.6,-14.4
03/23/08,WRD,-8.1,-2.6,-13.0,-8.1,-3.6,-12.4
03/24/08,WRD,-2.2,2.0,-5.9,-2.1,1.5,-5.6
03/25/08,WRD,-0.2,1.4,-1.3,0.0,1.6,-1.0
03/26/08,WRD,0.5,3.2,-0.8,0.6,2.9,-0.7
03/27/08,WRD,-5.2,-1.7,-9.6,-5.0,-1.4,-9.3
03/28/08,WRD,-6.0,-3.0,-10.0,-5.8,-3.2,-9.7
03/29/08,WRD,-2.5,-0.9,-3.9,-2.3,-0.9,-3.6
03/30/08,WRD,-6.2,-1.3,-10.1,-6.4,-1.5,-10.1
03/31/08,WRD,-9.3,-4.3,-16.1,-9.1,-4.0,-15.7
04/01/08,WRD,-9.3,-4.8,-16.2,-9.1,-4.8,-15.9
04/02/08,WRD,-3.5,0.5,-6.8,-3.4,0.2,-6.4
04/03/08,WRD,-6.8,-4.3,-9.9,-6.8,-4.0,-9.4
04/04/08,WRD,-4.6,1.3,-9.7,-4.6,-0.1,-9.3
04/05/08,WRD,-3.6,-1.1,-7.5,-3.5,-1.8,-7.3
04/06/08,WRD,-7.5,-4.2,-11.4,-7.4,-3.9,-11.2
04/07/08,WRD,-6.8,-2.1,-8.5,-7.1,-3.9,-8.4
04/08/08,WRD,-7.2,-2.6,-10.8,-7.2,-3.4,-10.5
04/09/08,WRD,-3.6,2.4,-10.7,-3.5,1.3,-9.0
04/10/08,WRD,-6.6,-4.5,-8.1,-6.7,-4.1,-7.8
04/11/08,WRD,-9.4,-5.8,-12.1,-9.6,-7.4,-11.8
04/12/08,WRD,-8.8,-5.0,-12.3,-8.7,-5.5,-11.9
04/13/08,WRD,-0.4,4.8,-6.0,-0.4,3.6,-5.5
04/14/08,WRD,3.4,7.0,0.1,3.5,6.2,0.8
04/15/08,WRD,5.3,8.8,-0.4,5.6,8.5,-0.2
04/16/08,WRD,-7.4,-1.9,-10.4,-7.3,-1.8,-9.8
04/17/08,WRD,-8.6,-4.9,-12.4,-8.0,-4.7,-12.1
04/18/08,WRD,-2.5,3.0,-7.7,-2.4,3.1,-7.4
04/19/08,WRD,-0.2,-0.2,-0.2,-0.3,-0.3,-0.3
04/20/08,WRD,4.1,4.1,4.1,0.0,0.0,0.0
04/21/08,WRD,-2.7,-2.7,-2.7,4.2,4.2,4.2
04/22/08,WRD,-6.1,-6.1,-6.1,-2.5,-2.5,-2.5
04/23/08,WRD,0.4,0.4,0.4,-5.8,-5.8,-5.8
04/24/08,WRD,1.8,1.8,1.8,0.5,0.5,0.5
04/25/08,WRD,-9.2,-9.2,-9.2,1.9,1.9,1.9
04/26/08,WRD,-7.6,-7.6,-7.6,-8.9,-8.9,-8.9
04/27/08,WRD,-8.2,-8.2,-8.2,-7.3,-7.3,-7.3
04/28/08,WRD,-2.0,-2.0,-2.0,-8.0,-8.0,-8.0
04/29/08,WRD,2.5,2.5,2.5,-1.8,-1.8,-1.8
04/30/08,WRD,4.5,4.5,4.5,2.6,2.6,2.6
05/01/08,WRD,-1.7,-1.7,-1.7,4.6,4.6,4.6
05/02/08,WRD,-9.9,-9.9,-9.9,-1.5,-1.5,-1.5
05/03/08,WRD,-8.8,-8.8,-8.8,-9.6,-9.6,-9.6
05/04/08,WRD,-2.3,-2.3,-2.3,-8.6,-8.6,-8.6
05/05/08,WRD,0.3,0.3,0.3,-2.1,-2.1,-2.1
05/06/08,WRD,2.3,2.3,2.3,0.4,0.4,0.4
05/07/08,WRD,0.5,0.5,0.5,2.4,2.4,2.4
05/08/08,WRD,-0.2,-0.2,-0.2,0.6,0.6,0.6
05/09/08,WRD,-1.6,-1.6,-1.6,0.0,0.0,0.0
05/10/08,WRD,-2.6,-2.6,-2.6,-1.4,-1.4,-1.4
05/11/08,WRD,-3.8,-3.8,-3.8,-2.4,-2.4,-2.4
05/12/08,WRD,4.8,4.8,4.8,-3.6,-3.6,-3.6
05/13/08,WRD,-3.6,-3.6,-3.6,4.9,4.9,4.9
05/14/08,WRD,-2.7,-2.7,-2.7,-3.4,-3.4,-3.4
05/15/08,WRD,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
05/16/08,WRD,-4.9,-4.9,-4.9,-2.3,-2.3,-2.3
05/17/08,WRD,0.3,0.3,0.3,-4.7,-4.7,-4.7
05/18/08,WRD,5.8,5.8,5.8,0.4,0.4,0.4
05/19/08,WRD,8.8,8.8,8.8,5.9,5.9,5.9
05/20/08,WRD,10.2,15.4,2.2,10.1,14.6,2.3
05/21/08,WRD,9.9,14.8,3.5,10.0,14.2,5.1
05/22/08,WRD,1.9,5.5,-1.3,2.3,5.9,-1.1
05/23/08,WRD,0.8,5.1,-4.2,0.9,4.3,-2.8
05/24/08,WRD,-0.1,3.7,-3.0,-0.2,3.4,-2.9
05/25/08,WRD,3.9,9.5,-0.3,3.9,9.2,0.0
05/26/08,WRD,1.4,5.8,-0.2,1.3,5.3,-0.1
05/27/08,WRD,1.4,5.2,-1.4,1.3,4.2,-1.2
05/28/08,WRD,5.5,12.1,-0.6,5.6,11.2,-0.4
05/29/08,WRD,7.6,10.5,3.1,7.7,9.8,5.4
05/30/08,WRD,6.7,11.1,3.0,6.7,10.8,3.5
05/31/08,WRD,6.5,13.8,-1.1,6.8,12.9,0.2
06/01/08,WRD,9.8,15.7,0.6,10.4,15.4,2.2
06/02/08,WRD,12.4,16.6,6.6,12.6,15.9,9.8
06/03/08,WRD,7.3,9.4,3.0,7.5,9.9,4.2
06/04/08,WRD,5.3,9.7,0.6,5.2,9.1,1.4
06/05/08,WRD,0.9,3.2,-0.7,1.0,3.1,-0.6
06/06/08,WRD,4.6,9.4,0.3,4.7,9.6,0.6
06/07/08,WRD,6.5,9.8,2.4,6.3,9.4,2.8
06/08/08,WRD,0.7,4.2,-2.1,0.9,4.1,-1.7
06/09/08,WRD,4.2,9.6,-1.0,4.0,9.0,-0.7
06/10/08,WRD,10.8,15.7,6.2,10.9,15.4,6.7
06/11/08,WRD,1.3,11.1,-2.6,1.4,11.7,-2.4
06/12/08,WRD,1.2,5.1,-2.7,1.0,5.0,-2.6
06/13/08,WRD,5.3,12.5,-1.1,5.1,11.7,-0.9
